,Importers,Country,Product,Quantity,Year,Month,Unit,Values
4582,Lithuania,Belgium,070519,226057,2018,M12,Kilograms,20
4583,Italy,Belgium,070519,161727,2018,M12,Kilograms,0
4584,Sweden,Belgium,070519,20205,2018,M12,Kilograms,0
4585,Switzerland,Belgium,070519,13714,2018,M12,Kilograms,0
4586,Lebanon,Belgium,070519,0,2018,M12,Kilograms,4
4587,Côte d'Ivoire,Belgium,070519,0,2018,M12,Kilograms,0
4588,Japan,Belgium,070519,0,2018,M12,Kilograms,0
4589,Estonia,Belgium,070519,212086,2018,M12,Kilograms,38
4590,Bulgaria,Belgium,070519,0,2018,M12,Kilograms,0
4591,Slovakia,Belgium,070519,463836,2018,M12,Kilograms,0
4592,Germany,Belgium,070519,32588250,2019,M01,Kilograms,917
4593,Netherlands,Belgium,070519,14028148,2019,M01,Kilograms,663
4594,France,Belgium,070519,16683238,2019,M01,Kilograms,240
4595,Czech Republic,Belgium,070519,10146890,2019,M01,Kilograms,0
4596,Austria,Belgium,070519,5223960,2019,M01,Kilograms,4
4597,Poland,Belgium,070519,5068722,2019,M01,Kilograms,0
4598,Spain,Belgium,070519,4133139,2019,M01,Kilograms,8
4599,Luxembourg,Belgium,070519,560620,2019,M01,Kilograms,302
4600,Hungary,Belgium,070519,2069445,2019,M01,Kilograms,0
4601,United Kingdom,Belgium,070519,1457880,2019,M01,Kilograms,0
4602,Lithuania,Belgium,070519,258086,2019,M01,Kilograms,24
4603,Italy,Belgium,070519,377025,2019,M01,Kilograms,0
4604,Sweden,Belgium,070519,103662,2019,M01,Kilograms,0
4605,Switzerland,Belgium,070519,0,2019,M01,Kilograms,0
4606,Lebanon,Belgium,070519,0,2019,M01,Kilograms,3
4607,Côte d'Ivoire,Belgium,070519,0,2019,M01,Kilograms,0
4608,Japan,Belgium,070519,0,2019,M01,Kilograms,0
4609,Estonia,Belgium,070519,61389,2019,M01,Kilograms,23
4610,Bulgaria,Belgium,070519,0,2019,M01,Kilograms,0
4611,Slovakia,Belgium,070519,300201,2019,M01,Kilograms,0
4612,Germany,Belgium,070519,24411503,2019,M02,Kilograms,869
4613,Netherlands,Belgium,070519,18270947,2019,M02,Kilograms,560
4614,France,Belgium,070519,15196851,2019,M02,Kilograms,232
4615,Czech Republic,Belgium,070519,9083473,2019,M02,Kilograms,1
4616,Austria,Belgium,070519,5128285,2019,M02,Kilograms,0
4617,Poland,Belgium,070519,6116804,2019,M02,Kilograms,0
4618,Spain,Belgium,070519,3392128,2019,M02,Kilograms,7
4619,Luxembourg,Belgium,070519,500319,2019,M02,Kilograms,257
4620,Hungary,Belgium,070519,2996955,2019,M02,Kilograms,0
4621,United Kingdom,Belgium,070519,256390,2019,M02,Kilograms,0
4622,Lithuania,Belgium,070519,107091,2019,M02,Kilograms,17
4623,Italy,Belgium,070519,670999,2019,M02,Kilograms,0
4624,Sweden,Belgium,070519,66048,2019,M02,Kilograms,1
4625,Switzerland,Belgium,070519,0,2019,M02,Kilograms,0
4626,Lebanon,Belgium,070519,0,2019,M02,Kilograms,2
4627,Côte d'Ivoire,Belgium,070519,0,2019,M02,Kilograms,0
4628,Japan,Belgium,070519,0,2019,M02,Kilograms,0
4629,Estonia,Belgium,070519,145041,2019,M02,Kilograms,118
4630,Bulgaria,Belgium,070519,0,2019,M02,Kilograms,0
4631,Slovakia,Belgium,070519,323366,2019,M02,Kilograms,0
4632,Germany,Belgium,070519,26178720,2019,M03,Kilograms,938
4633,Netherlands,Belgium,070519,20874075,2019,M03,Kilograms,538
4634,France,Belgium,070519,16499616,2019,M03,Kilograms,278
4635,Czech Republic,Belgium,070519,9652487,2019,M03,Kilograms,6
4636,Austria,Belgium,070519,6195838,2019,M03,Kilograms,0
4637,Poland,Belgium,070519,5918779,2019,M03,Kilograms,1
4638,Spain,Belgium,070519,4022117,2019,M03,Kilograms,3
4639,Luxembourg,Belgium,070519,628499,2019,M03,Kilograms,315
4640,Hungary,Belgium,070519,2967589,2019,M03,Kilograms,0
4641,United Kingdom,Belgium,070519,389570,2019,M03,Kilograms,0
4642,Lithuania,Belgium,070519,150815,2019,M03,Kilograms,19
4643,Italy,Belgium,070519,358001,2019,M03,Kilograms,0
4644,Sweden,Belgium,070519,153146,2019,M03,Kilograms,0
4645,Switzerland,Belgium,070519,0,2019,M03,Kilograms,0
4646,Lebanon,Belgium,070519,0,2019,M03,Kilograms,3
4647,Côte d'Ivoire,Belgium,070519,0,2019,M03,Kilograms,0
4648,Japan,Belgium,070519,0,2019,M03,Kilograms,0
4649,Estonia,Belgium,070519,20863,2019,M03,Kilograms,32
4650,Bulgaria,Belgium,070519,0,2019,M03,Kilograms,0
4651,Slovakia,Belgium,070519,457647,2019,M03,Kilograms,0
4652,Germany,Belgium,070519,27017540,2019,M04,Kilograms,879
4653,Netherlands,Belgium,070519,18827166,2019,M04,Kilograms,585
4654,France,Belgium,070519,22544744,2019,M04,Kilograms,305
4655,Czech Republic,Belgium,070519,10280563,2019,M04,Kilograms,5
4656,Austria,Belgium,070519,6337256,2019,M04,Kilograms,0
4657,Poland,Belgium,070519,4395913,2019,M04,Kilograms,0
4658,Spain,Belgium,070519,3253804,2019,M04,Kilograms,9
4659,Luxembourg,Belgium,070519,576682,2019,M04,Kilograms,323
4660,Hungary,Belgium,070519,2267255,2019,M04,Kilograms,0
4661,United Kingdom,Belgium,070519,426088,2019,M04,Kilograms,1
4662,Lithuania,Belgium,070519,173308,2019,M04,Kilograms,0
4663,Italy,Belgium,070519,1079569,2019,M04,Kilograms,4
4664,Sweden,Belgium,070519,123659,2019,M04,Kilograms,1
4665,Switzerland,Belgium,070519,0,2019,M04,Kilograms,0
4666,Lebanon,Belgium,070519,0,2019,M04,Kilograms,4
4667,Côte d'Ivoire,Belgium,070519,0,2019,M04,Kilograms,0
4668,Japan,Belgium,070519,0,2019,M04,Kilograms,0
4669,Estonia,Belgium,070519,0,2019,M04,Kilograms,32
4670,Bulgaria,Belgium,070519,0,2019,M04,Kilograms,0
4671,Slovakia,Belgium,070519,518650,2019,M04,Kilograms,0
4672,Germany,Belgium,070519,29078467,2019,M05,Kilograms,588
4673,Netherlands,Belgium,070519,18701722,2019,M05,Kilograms,455
4674,France,Belgium,070519,18408112,2019,M05,Kilograms,437
4675,Czech Republic,Belgium,070519,9909514,2019,M05,Kilograms,1
4676,Austria,Belgium,070519,5251857,2019,M05,Kilograms,0
4677,Poland,Belgium,070519,4928751,2019,M05,Kilograms,0
4678,Spain,Belgium,070519,4417963,2019,M05,Kilograms,0
4679,Luxembourg,Belgium,070519,620472,2019,M05,Kilograms,306
4680,Hungary,Belgium,070519,2088511,2019,M05,Kilograms,0
4681,United Kingdom,Belgium,070519,1175558,2019,M05,Kilograms,0
4682,Lithuania,Belgium,070519,350842,2019,M05,Kilograms,7
4683,Italy,Belgium,070519,457577,2019,M05,Kilograms,4
4684,Sweden,Belgium,070519,45819,2019,M05,Kilograms,0
4685,Switzerland,Belgium,070519,0,2019,M05,Kilograms,0
4686,Lebanon,Belgium,070519,0,2019,M05,Kilograms,3
4687,Côte d'Ivoire,Belgium,070519,0,2019,M05,Kilograms,0
4688,Japan,Belgium,070519,0,2019,M05,Kilograms,0
4689,Estonia,Belgium,070519,0,2019,M05,Kilograms,22
4690,Bulgaria,Belgium,070519,0,2019,M05,Kilograms,0
4691,Slovakia,Belgium,070519,678099,2019,M05,Kilograms,0
4692,Germany,Belgium,070519,21539195,2019,M06,Kilograms,465
4693,Netherlands,Belgium,070519,17536784,2019,M06,Kilograms,287
4694,France,Belgium,070519,17084889,2019,M06,Kilograms,536
4695,Czech Republic,Belgium,070519,6379284,2019,M06,Kilograms,4
4696,Austria,Belgium,070519,4619693,2019,M06,Kilograms,0
4697,Poland,Belgium,070519,4213590,2019,M06,Kilograms,0
4698,Spain,Belgium,070519,3440859,2019,M06,Kilograms,0
4699,Luxembourg,Belgium,070519,526941,2019,M06,Kilograms,299
4700,Hungary,Belgium,070519,1185629,2019,M06,Kilograms,0
4701,United Kingdom,Belgium,070519,526902,2019,M06,Kilograms,1
4702,Lithuania,Belgium,070519,351699,2019,M06,Kilograms,0
4703,Italy,Belgium,070519,271251,2019,M06,Kilograms,0
4704,Sweden,Belgium,070519,12217,2019,M06,Kilograms,0
4705,Switzerland,Belgium,070519,0,2019,M06,Kilograms,0
4706,Lebanon,Belgium,070519,1704,2019,M06,Kilograms,4
4707,Côte d'Ivoire,Belgium,070519,0,2019,M06,Kilograms,0
4708,Japan,Belgium,070519,251,2019,M06,Kilograms,0
4709,Estonia,Belgium,070519,63183,2019,M06,Kilograms,16
4710,Bulgaria,Belgium,070519,0,2019,M06,Kilograms,0
4711,Slovakia,Belgium,070519,438164,2019,M06,Kilograms,0
4712,Germany,Belgium,070519,11629466,2019,M07,Kilograms,622
4713,Netherlands,Belgium,070519,9675528,2019,M07,Kilograms,222
4714,France,Belgium,070519,13968707,2019,M07,Kilograms,1005
4715,Czech Republic,Belgium,070519,5444105,2019,M07,Kilograms,12
4716,Austria,Belgium,070519,1496046,2019,M07,Kilograms,0
4717,Poland,Belgium,070519,2460853,2019,M07,Kilograms,0
4718,Spain,Belgium,070519,2330231,2019,M07,Kilograms,0
4719,Luxembourg,Belgium,070519,455083,2019,M07,Kilograms,127
4720,Hungary,Belgium,070519,1185308,2019,M07,Kilograms,0
4721,United Kingdom,Belgium,070519,381725,2019,M07,Kilograms,1
4722,Lithuania,Belgium,070519,111909,2019,M07,Kilograms,0
4723,Italy,Belgium,070519,184386,2019,M07,Kilograms,0
4724,Sweden,Belgium,070519,343234,2019,M07,Kilograms,0
4725,Switzerland,Belgium,070519,43840,2019,M07,Kilograms,33
4726,Lebanon,Belgium,070519,0,2019,M07,Kilograms,4
4727,Côte d'Ivoire,Belgium,070519,0,2019,M07,Kilograms,0
4728,Japan,Belgium,070519,0,2019,M07,Kilograms,0
4729,Estonia,Belgium,070519,170787,2019,M07,Kilograms,22
4730,Bulgaria,Belgium,070519,0,2019,M07,Kilograms,1
4731,Slovakia,Belgium,070519,417496,2019,M07,Kilograms,0
4732,Germany,Belgium,070519,11180919,2019,M08,Kilograms,595
4733,Netherlands,Belgium,070519,8733716,2019,M08,Kilograms,359
4734,France,Belgium,070519,13771746,2019,M08,Kilograms,947
4735,Czech Republic,Belgium,070519,7341505,2019,M08,Kilograms,2
4736,Austria,Belgium,070519,1508870,2019,M08,Kilograms,0
4737,Poland,Belgium,070519,1816585,2019,M08,Kilograms,0
4738,Spain,Belgium,070519,1509942,2019,M08,Kilograms,9
4739,Luxembourg,Belgium,070519,441208,2019,M08,Kilograms,243
4740,Hungary,Belgium,070519,1851802,2019,M08,Kilograms,0
4741,United Kingdom,Belgium,070519,719703,2019,M08,Kilograms,0
4742,Lithuania,Belgium,070519,497136,2019,M08,Kilograms,0
4743,Italy,Belgium,070519,177283,2019,M08,Kilograms,0
4744,Sweden,Belgium,070519,31583,2019,M08,Kilograms,0
4745,Switzerland,Belgium,070519,85109,2019,M08,Kilograms,0
4746,Lebanon,Belgium,070519,0,2019,M08,Kilograms,4
4747,Côte d'Ivoire,Belgium,070519,0,2019,M08,Kilograms,0
4748,Japan,Belgium,070519,0,2019,M08,Kilograms,0
4749,Estonia,Belgium,070519,41238,2019,M08,Kilograms,23
4750,Bulgaria,Belgium,070519,0,2019,M08,Kilograms,1
4751,Slovakia,Belgium,070519,305346,2019,M08,Kilograms,0
4752,Germany,Belgium,070519,23543637,2019,M09,Kilograms,552
4753,Netherlands,Belgium,070519,18413128,2019,M09,Kilograms,278
4754,France,Belgium,070519,13566919,2019,M09,Kilograms,799
4755,Czech Republic,Belgium,070519,8468080,2019,M09,Kilograms,2
4756,Austria,Belgium,070519,5019328,2019,M09,Kilograms,0
4757,Poland,Belgium,070519,2208604,2019,M09,Kilograms,0
4758,Spain,Belgium,070519,2102003,2019,M09,Kilograms,8
4759,Luxembourg,Belgium,070519,540469,2019,M09,Kilograms,241
4760,Hungary,Belgium,070519,2196747,2019,M09,Kilograms,0
4761,United Kingdom,Belgium,070519,752604,2019,M09,Kilograms,0
4762,Lithuania,Belgium,070519,230997,2019,M09,Kilograms,0
4763,Italy,Belgium,070519,555774,2019,M09,Kilograms,0
4764,Sweden,Belgium,070519,38111,2019,M09,Kilograms,0
4765,Switzerland,Belgium,070519,30366,2019,M09,Kilograms,0
4766,Lebanon,Belgium,070519,0,2019,M09,Kilograms,4
4767,Côte d'Ivoire,Belgium,070519,358,2019,M09,Kilograms,1
4768,Japan,Belgium,070519,0,2019,M09,Kilograms,0
4769,Estonia,Belgium,070519,0,2019,M09,Kilograms,29
4770,Bulgaria,Belgium,070519,0,2019,M09,Kilograms,2
4771,Slovakia,Belgium,070519,505757,2019,M09,Kilograms,0
4772,Germany,Belgium,070519,9555325,2019,M10,Kilograms,581
4773,Netherlands,Belgium,070519,13520118,2019,M10,Kilograms,354
4774,France,Belgium,070519,16218861,2019,M10,Kilograms,905
4775,Czech Republic,Belgium,070519,8462270,2019,M10,Kilograms,3
4776,Austria,Belgium,070519,1858995,2019,M10,Kilograms,0
4777,Poland,Belgium,070519,2256028,2019,M10,Kilograms,0
4778,Spain,Belgium,070519,2682244,2019,M10,Kilograms,0
4779,Luxembourg,Belgium,070519,563400,2019,M10,Kilograms,258
4780,Hungary,Belgium,070519,2811704,2019,M10,Kilograms,0
4781,United Kingdom,Belgium,070519,348699,2019,M10,Kilograms,0
4782,Lithuania,Belgium,070519,1124046,2019,M10,Kilograms,8
4783,Italy,Belgium,070519,232549,2019,M10,Kilograms,0
4784,Sweden,Belgium,070519,2451,2019,M10,Kilograms,0
4785,Switzerland,Belgium,070519,110166,2019,M10,Kilograms,0
4786,Lebanon,Belgium,070519,0,2019,M10,Kilograms,2
4787,Côte d'Ivoire,Belgium,070519,0,2019,M10,Kilograms,0
4788,Japan,Belgium,070519,0,2019,M10,Kilograms,0
4789,Estonia,Belgium,070519,0,2019,M10,Kilograms,2
4790,Bulgaria,Belgium,070519,0,2019,M10,Kilograms,0
4791,Slovakia,Belgium,070519,409861,2019,M10,Kilograms,0
4792,Germany,Belgium,070519,12080822,2019,M11,Kilograms,747
4793,Netherlands,Belgium,070519,9443995,2019,M11,Kilograms,731
4794,France,Belgium,070519,9407297,2019,M11,Kilograms,739
4795,Czech Republic,Belgium,070519,4590736,2019,M11,Kilograms,0
4796,Austria,Belgium,070519,1615636,2019,M11,Kilograms,0
4797,Poland,Belgium,070519,2757570,2019,M11,Kilograms,0
4798,Spain,Belgium,070519,3859862,2019,M11,Kilograms,1
4799,Luxembourg,Belgium,070519,464686,2019,M11,Kilograms,283
4800,Hungary,Belgium,070519,1076990,2019,M11,Kilograms,2
4801,United Kingdom,Belgium,070519,332397,2019,M11,Kilograms,0
4802,Lithuania,Belgium,070519,83273,2019,M11,Kilograms,0
4803,Italy,Belgium,070519,154172,2019,M11,Kilograms,0
4804,Sweden,Belgium,070519,0,2019,M11,Kilograms,0
4805,Switzerland,Belgium,070519,85743,2019,M11,Kilograms,0
4806,Lebanon,Belgium,070519,0,2019,M11,Kilograms,0
4807,Côte d'Ivoire,Belgium,070519,0,2019,M11,Kilograms,0
4808,Japan,Belgium,070519,0,2019,M11,Kilograms,0
4809,Estonia,Belgium,070519,0,2019,M11,Kilograms,3
4810,Bulgaria,Belgium,070519,0,2019,M11,Kilograms,0
4811,Slovakia,Belgium,070519,47660,2019,M11,Kilograms,0
4812,Germany,Belgium,070519,14669010,2019,M12,Kilograms,1090
4813,Netherlands,Belgium,070519,9267988,2019,M12,Kilograms,720
4814,France,Belgium,070519,9802482,2019,M12,Kilograms,669
4815,Czech Republic,Belgium,070519,5136964,2019,M12,Kilograms,0
4816,Austria,Belgium,070519,3268534,2019,M12,Kilograms,0
4817,Poland,Belgium,070519,1608133,2019,M12,Kilograms,4
4818,Spain,Belgium,070519,2045568,2019,M12,Kilograms,0
4819,Luxembourg,Belgium,070519,417663,2019,M12,Kilograms,244
4820,Hungary,Belgium,070519,1083125,2019,M12,Kilograms,0
4821,United Kingdom,Belgium,070519,118111,2019,M12,Kilograms,0
4822,Lithuania,Belgium,070519,106293,2019,M12,Kilograms,0
4823,Italy,Belgium,070519,45857,2019,M12,Kilograms,0
4824,Sweden,Belgium,070519,21153,2019,M12,Kilograms,0
4825,Switzerland,Belgium,070519,6146,2019,M12,Kilograms,6
4826,Lebanon,Belgium,070519,0,2019,M12,Kilograms,0
4827,Côte d'Ivoire,Belgium,070519,0,2019,M12,Kilograms,0
4828,Japan,Belgium,070519,0,2019,M12,Kilograms,0
4829,Estonia,Belgium,070519,0,2019,M12,Kilograms,9
4830,Bulgaria,Belgium,070519,0,2019,M12,Kilograms,0
4831,Slovakia,Belgium,070519,2075,2019,M12,Kilograms,0
4832,Germany,Belgium,070519,14631017,2020,M01,Kilograms,909
4833,Netherlands,Belgium,070519,10347862,2020,M01,Kilograms,691
4834,France,Belgium,070519,9502667,2020,M01,Kilograms,669
4835,Czech Republic,Belgium,070519,5926882,2020,M01,Kilograms,0
4836,Austria,Belgium,070519,4137187,2020,M01,Kilograms,0
4837,Poland,Belgium,070519,2520866,2020,M01,Kilograms,2
4838,Spain,Belgium,070519,1870120,2020,M01,Kilograms,1
4839,Luxembourg,Belgium,070519,1326418,2020,M01,Kilograms,267
4840,Hungary,Belgium,070519,825267,2020,M01,Kilograms,0
4841,United Kingdom,Belgium,070519,245490,2020,M01,Kilograms,0
4842,Lithuania,Belgium,070519,208484,2020,M01,Kilograms,0
4843,Italy,Belgium,070519,131365,2020,M01,Kilograms,0
4844,Sweden,Belgium,070519,45305,2020,M01,Kilograms,0
4845,Switzerland,Belgium,070519,28983,2020,M01,Kilograms,0
4846,Lebanon,Belgium,070519,1496,2020,M01,Kilograms,1
4847,Côte d'Ivoire,Belgium,070519,0,2020,M01,Kilograms,0
4848,Japan,Belgium,070519,0,2020,M01,Kilograms,0
4849,Estonia,Belgium,070519,0,2020,M01,Kilograms,164
4850,Bulgaria,Belgium,070519,0,2020,M01,Kilograms,0
4851,Slovakia,Belgium,070519,0,2020,M01,Kilograms,0
4852,Netherlands,Belgium,070610,558042,2018,M06,Kilograms,773
4853,France,Belgium,070610,310399,2018,M06,Kilograms,4356
4854,United Kingdom,Belgium,070610,14528,2018,M06,Kilograms,213
4855,Luxembourg,Belgium,070610,51929,2018,M06,Kilograms,267
4856,Sweden,Belgium,070610,53177,2018,M06,Kilograms,0
4857,Lithuania,Belgium,070610,10882,2018,M06,Kilograms,0
4858,Norway,Belgium,070610,28826,2018,M06,Kilograms,1
4859,Denmark,Belgium,070610,23524,2018,M06,Kilograms,7
4860,Greece,Belgium,070610,0,2018,M06,Kilograms,75
4861,Czech Republic,Belgium,070610,0,2018,M06,Kilograms,60
4862,Germany,Belgium,070610,15819,2018,M06,Kilograms,975
4863,Spain,Belgium,070610,1536,2018,M06,Kilograms,27
4864,Poland,Belgium,070610,0,2018,M06,Kilograms,0
4865,Austria,Belgium,070610,15725,2018,M06,Kilograms,10
4866,Hungary,Belgium,070610,756,2018,M06,Kilograms,18
4867,Italy,Belgium,070610,0,2018,M06,Kilograms,89
4868,Portugal,Belgium,070610,0,2018,M06,Kilograms,0
4869,Romania,Belgium,070610,30443,2018,M06,Kilograms,97
4870,Slovakia,Belgium,070610,0,2018,M06,Kilograms,14
4871,Switzerland,Belgium,070610,704,2018,M06,Kilograms,12
4872,Netherlands,Belgium,070610,352609,2018,M07,Kilograms,1034
4873,France,Belgium,070610,550413,2018,M07,Kilograms,2957
4874,United Kingdom,Belgium,070610,23569,2018,M07,Kilograms,150
4875,Luxembourg,Belgium,070610,63290,2018,M07,Kilograms,266
4876,Sweden,Belgium,070610,61675,2018,M07,Kilograms,0
4877,Lithuania,Belgium,070610,20212,2018,M07,Kilograms,0
4878,Norway,Belgium,070610,28097,2018,M07,Kilograms,1
4879,Denmark,Belgium,070610,25533,2018,M07,Kilograms,23
4880,Greece,Belgium,070610,0,2018,M07,Kilograms,78
4881,Czech Republic,Belgium,070610,0,2018,M07,Kilograms,29
4882,Germany,Belgium,070610,13245,2018,M07,Kilograms,666
4883,Spain,Belgium,070610,26130,2018,M07,Kilograms,83
4884,Poland,Belgium,070610,0,2018,M07,Kilograms,0
4885,Austria,Belgium,070610,0,2018,M07,Kilograms,9
4886,Hungary,Belgium,070610,1503,2018,M07,Kilograms,0
4887,Italy,Belgium,070610,835,2018,M07,Kilograms,86
4888,Portugal,Belgium,070610,0,2018,M07,Kilograms,0
4889,Romania,Belgium,070610,0,2018,M07,Kilograms,18
4890,Slovakia,Belgium,070610,0,2018,M07,Kilograms,0
4891,Switzerland,Belgium,070610,0,2018,M07,Kilograms,0
4892,Netherlands,Belgium,070610,325323,2018,M08,Kilograms,632
4893,France,Belgium,070610,302656,2018,M08,Kilograms,2838
4894,United Kingdom,Belgium,070610,13493,2018,M08,Kilograms,74
4895,Luxembourg,Belgium,070610,35074,2018,M08,Kilograms,195
4896,Sweden,Belgium,070610,48812,2018,M08,Kilograms,0
4897,Lithuania,Belgium,070610,5944,2018,M08,Kilograms,0
4898,Norway,Belgium,070610,32245,2018,M08,Kilograms,1
4899,Denmark,Belgium,070610,21066,2018,M08,Kilograms,5
4900,Greece,Belgium,070610,0,2018,M08,Kilograms,10
4901,Czech Republic,Belgium,070610,0,2018,M08,Kilograms,32
4902,Germany,Belgium,070610,11229,2018,M08,Kilograms,603
4903,Spain,Belgium,070610,20728,2018,M08,Kilograms,3
4904,Poland,Belgium,070610,0,2018,M08,Kilograms,0
4905,Austria,Belgium,070610,0,2018,M08,Kilograms,7
4906,Hungary,Belgium,070610,752,2018,M08,Kilograms,0
4907,Italy,Belgium,070610,0,2018,M08,Kilograms,51
4908,Portugal,Belgium,070610,0,2018,M08,Kilograms,0
4909,Romania,Belgium,070610,5162,2018,M08,Kilograms,0
4910,Slovakia,Belgium,070610,0,2018,M08,Kilograms,0
4911,Switzerland,Belgium,070610,0,2018,M08,Kilograms,0
4912,Netherlands,Belgium,070610,268101,2018,M09,Kilograms,695
4913,France,Belgium,070610,181046,2018,M09,Kilograms,1622
4914,United Kingdom,Belgium,070610,13867,2018,M09,Kilograms,86
4915,Luxembourg,Belgium,070610,35511,2018,M09,Kilograms,219
4916,Sweden,Belgium,070610,34184,2018,M09,Kilograms,1
4917,Lithuania,Belgium,070610,9032,2018,M09,Kilograms,0
4918,Norway,Belgium,070610,23663,2018,M09,Kilograms,0
4919,Denmark,Belgium,070610,18436,2018,M09,Kilograms,0
4920,Greece,Belgium,070610,0,2018,M09,Kilograms,0
4921,Czech Republic,Belgium,070610,0,2018,M09,Kilograms,32
4922,Germany,Belgium,070610,8479,2018,M09,Kilograms,507
4923,Spain,Belgium,070610,17797,2018,M09,Kilograms,0
4924,Poland,Belgium,070610,0,2018,M09,Kilograms,0
4925,Austria,Belgium,070610,0,2018,M09,Kilograms,6
4926,Hungary,Belgium,070610,2270,2018,M09,Kilograms,0
4927,Italy,Belgium,070610,0,2018,M09,Kilograms,65
4928,Portugal,Belgium,070610,0,2018,M09,Kilograms,0
4929,Romania,Belgium,070610,0,2018,M09,Kilograms,0
4930,Slovakia,Belgium,070610,0,2018,M09,Kilograms,0
4931,Switzerland,Belgium,070610,0,2018,M09,Kilograms,0
4932,Netherlands,Belgium,070610,417271,2018,M10,Kilograms,631
4933,France,Belgium,070610,1287297,2018,M10,Kilograms,3775
4934,United Kingdom,Belgium,070610,34692,2018,M10,Kilograms,53
4935,Luxembourg,Belgium,070610,36446,2018,M10,Kilograms,251
4936,Sweden,Belgium,070610,42902,2018,M10,Kilograms,1
4937,Lithuania,Belgium,070610,7979,2018,M10,Kilograms,0
4938,Norway,Belgium,070610,31634,2018,M10,Kilograms,1
4939,Denmark,Belgium,070610,21642,2018,M10,Kilograms,1
4940,Greece,Belgium,070610,0,2018,M10,Kilograms,0
4941,Czech Republic,Belgium,070610,0,2018,M10,Kilograms,74
4942,Germany,Belgium,070610,10005,2018,M10,Kilograms,612
4943,Spain,Belgium,070610,26034,2018,M10,Kilograms,9
4944,Poland,Belgium,070610,0,2018,M10,Kilograms,1
4945,Austria,Belgium,070610,60700,2018,M10,Kilograms,4
4946,Hungary,Belgium,070610,1510,2018,M10,Kilograms,0
4947,Italy,Belgium,070610,0,2018,M10,Kilograms,102
4948,Portugal,Belgium,070610,0,2018,M10,Kilograms,1
4949,Romania,Belgium,070610,17904,2018,M10,Kilograms,0
4950,Slovakia,Belgium,070610,0,2018,M10,Kilograms,4
4951,Switzerland,Belgium,070610,0,2018,M10,Kilograms,0
4952,Netherlands,Belgium,070610,419554,2018,M11,Kilograms,670
4953,France,Belgium,070610,342497,2018,M11,Kilograms,2363
4954,United Kingdom,Belgium,070610,19343,2018,M11,Kilograms,118
4955,Luxembourg,Belgium,070610,38498,2018,M11,Kilograms,223
4956,Sweden,Belgium,070610,67188,2018,M11,Kilograms,1
4957,Lithuania,Belgium,070610,8789,2018,M11,Kilograms,0
4958,Norway,Belgium,070610,23509,2018,M11,Kilograms,1
4959,Denmark,Belgium,070610,22100,2018,M11,Kilograms,1
4960,Greece,Belgium,070610,0,2018,M11,Kilograms,0
4961,Czech Republic,Belgium,070610,10661,2018,M11,Kilograms,50
4962,Germany,Belgium,070610,11376,2018,M11,Kilograms,586
4963,Spain,Belgium,070610,11580,2018,M11,Kilograms,20
4964,Poland,Belgium,070610,39901,2018,M11,Kilograms,2
4965,Austria,Belgium,070610,50080,2018,M11,Kilograms,6
4966,Hungary,Belgium,070610,0,2018,M11,Kilograms,26
4967,Italy,Belgium,070610,0,2018,M11,Kilograms,55
4968,Portugal,Belgium,070610,0,2018,M11,Kilograms,0
4969,Romania,Belgium,070610,0,2018,M11,Kilograms,0
4970,Slovakia,Belgium,070610,0,2018,M11,Kilograms,0
4971,Switzerland,Belgium,070610,0,2018,M11,Kilograms,0
4972,Netherlands,Belgium,070610,358407,2018,M12,Kilograms,1259
4973,France,Belgium,070610,710993,2018,M12,Kilograms,2000
4974,United Kingdom,Belgium,070610,17654,2018,M12,Kilograms,102
4975,Luxembourg,Belgium,070610,39867,2018,M12,Kilograms,222
4976,Sweden,Belgium,070610,30397,2018,M12,Kilograms,1
4977,Lithuania,Belgium,070610,15749,2018,M12,Kilograms,0
4978,Norway,Belgium,070610,21104,2018,M12,Kilograms,1
4979,Denmark,Belgium,070610,25240,2018,M12,Kilograms,1
4980,Greece,Belgium,070610,0,2018,M12,Kilograms,0
4981,Czech Republic,Belgium,070610,18627,2018,M12,Kilograms,90
4982,Germany,Belgium,070610,4104,2018,M12,Kilograms,1043
4983,Spain,Belgium,070610,2463,2018,M12,Kilograms,34
4984,Poland,Belgium,070610,15284,2018,M12,Kilograms,14
4985,Austria,Belgium,070610,47044,2018,M12,Kilograms,9
4986,Hungary,Belgium,070610,0,2018,M12,Kilograms,25
4987,Italy,Belgium,070610,14,2018,M12,Kilograms,54
4988,Portugal,Belgium,070610,0,2018,M12,Kilograms,0
4989,Romania,Belgium,070610,0,2018,M12,Kilograms,0
4990,Slovakia,Belgium,070610,0,2018,M12,Kilograms,6
4991,Switzerland,Belgium,070610,18720,2018,M12,Kilograms,0
4992,Netherlands,Belgium,070610,731707,2019,M01,Kilograms,773
4993,France,Belgium,070610,534901,2019,M01,Kilograms,2348
4994,United Kingdom,Belgium,070610,10234,2019,M01,Kilograms,100
4995,Luxembourg,Belgium,070610,46917,2019,M01,Kilograms,263
4996,Sweden,Belgium,070610,50496,2019,M01,Kilograms,1
4997,Lithuania,Belgium,070610,14481,2019,M01,Kilograms,0
4998,Norway,Belgium,070610,28271,2019,M01,Kilograms,0
4999,Denmark,Belgium,070610,18491,2019,M01,Kilograms,1
5000,Greece,Belgium,070610,0,2019,M01,Kilograms,0
